Chapter,Clause,Content,Length
機關邀請或委託文化藝術專業人士機構團體提供藝文服務作業辦法條文,第四條 ,機關辦理藝文服務採購，符合下列情形之一者，得不經公告審查程序辦理：一、敘明邀請或委託對象之名稱、具專業素養、特質之情形及不經公告審查程序逕行邀請或委託之理由，經機關首長或其授權人員核准。二、駐國外機構依條約、協定，或同意書、盟約、瞭解備忘錄換函、照會、議定書等辦理之文化交流活動及相關合作計畫，經機關首長或其授權人員核准。巨額藝文服務採購不經公告審查程序辦理者，應由機關邀集機關人員二人及文化、藝術領域之專家學者七人開會審查，經三分之二以上人員出席，出席人員三分之二以上審查通過，簽報機關首長或其授權人員核准。,255
機關邀請或委託文化藝術專業人士機構團體提供藝文服務作業辦法條文,第五條 ,機關為瞭解藝文業者之專業素養、特質等情形，得於政府採購公報或主管機關資訊網路，公開徵求藝文業者之相關資料，及提供藝文服務之費用。藝文業者亦得向機關主動提供前項資料及相關費用，供機關邀請或委託之參考。,99
機關邀請或委託文化藝術專業人士機構團體提供藝文服務作業辦法條文,第六條 1,機關辦理藝文服務採購，採公告審查程序者，應依下列規定辦理：一、公告應刊登政府採購公報；其登載事項，準用政府採購公告及公報發行辦法第七條規定。二、招標文件之內容，應考量藝文服務之採購特性及實際需要，必要時得諮詢藝文業者之意見。三、招標文件應訂明審查項目、審查標準及評定優勝者之方式。四、應成立審查委員會辦理審查；其成員由機關首長或其授權人員就對於文化藝術具有專門知識之機關職員或公正人士派兼或聘兼之。前項公告結果，僅一藝文業者投標者，仍得進行審查。,223
機關邀請或委託文化藝術專業人士機構團體提供藝文服務作業辦法條文,第六條 2,機關辦理藝文服務採購，採公告審查程序者，應依下列規定辦理：五、審查委員會應由委員五人以上組成；其會議之決議應有委員總額二分之一以上出席，出席委員過半數之同意行之。六、審查委員會之成立時機，準用本法第四十六條第二項有關底價之訂定時機。七、前款審查委員會，機關得以本法第九十四條成立之評選委員會代之。八、審查產生優勝者後，辦理議價及簽約事宜。九、不訂定底價者，由審查委員會審查經費，並得提出建議金額。前項公告結果，僅一藝文業者投標者，仍得進行審查。,222
機關邀請或委託文化藝術專業人士機構團體提供藝文服務作業辦法條文,第七條 ,機關辦理藝文服務採購，其招標文件應載明之事項、審查項目、審查程序、優勝者家數、審查作業、議價及決標，準用機關委託專業服務廠商評選及計費辦法第四條至第九條之規定。,80
機關邀請或委託文化藝術專業人士機構團體提供藝文服務作業辦法條文,第八條 ,機關辦理藝文服務採購，其服務費用及智慧財產權之處理，準用機關委託專業服務廠商評選及計費辦法第十條至第十八條之規定。,57
機關邀請或委託文化藝術專業人士機構團體提供藝文服務作業辦法條文,第九條 ,機關辦理藝文服務採購，以免收押標金、保證金為原則。,25
機關邀請或委託文化藝術專業人士機構團體提供藝文服務作業辦法條文,第十條 ,機關辦理未達公告金額之藝文服務採購，非依本法第二十二條第一項第十四款辦理者，得準用本辦法之規定。,48
機關邀請或委託文化藝術專業人士機構團體提供藝文服務作業辦法條文,第十一條 ,本辦法自發布日施行。,10
特別採購招標決標處理辦法,第一條 ,本辦法依政府採購法(以下簡稱本法)第一百零五條第二項規定訂定之。,32
特別採購招標決標處理辦法,第二條 ,本法第一百零五條第一項所稱得不適用之本法招標及決標規定，指本法第二章及第三章之規定。但不包括本法第三十四條、第五十條及第五十八條至第六十二條之規定。,74
特別採購招標決標處理辦法,第三條 ,本法第一百零五條第一項第三款所稱公務機關，指政府機關；所稱雙方直屬上級機關，指雙方分別隸屬之上級機關。,51
特別採購招標決標處理辦法,第四條 ,機關辦理本法第一百零五條第一項第一款之採購，應先確認國家遇有戰爭、天然災害、癘疫或財政經濟上有重大變故，總統業依憲法發布緊急命令，且該採購業經機關首長或其授權人員核准確有緊急處置之必要。前項核准文件應記載本法招標及決標規定中因緊急處置得不適用之條文；其未記載者，仍應適用本法之規定。,141
特別採購招標決標處理辦法,第五條 ,機關辦理本法第一百零五條第一項第二款之採購，應先確認人民之生命、身體、健康或財產遭遇緊急危難，且該採購業經機關首長或其授權人員核准確有緊急處置之必要。前項核准文件應記載本法招標及決標規定中因緊急處置得不適用之條文；其未記載者，仍應適用本法之規定。,123
特別採購招標決標處理辦法,第六條 ,機關依本法第一百零五條第一項第一款及第二款辦理採購之決標，應符合下列原則：一、不及與廠商簽訂契約者，應先有書面、電報或傳真協議。二、不及與廠商確定契約總價者，應先確定單價及工作範圍。三、付款條件應能維護公款支用之安全性。,110
特別採購招標決標處理辦法,第六條之一,公務機關間財物或勞務之取得，依本法第一百零五條第一項第三款辦理者，應符合下列情形之一：一、非屬一般廠商所能製造或供應者。二、於國家安全或機密有必要者。三、依本法辦理公告結果，無廠商投標或提供書面報價或企劃書者。四、未達公告金額之採購。五、其他經主管機關認定者。,130
特別採購招標決標處理辦法,第七條 ,機關依本法第一百零五條辦理之採購，應將其所依據之情形記載於依本法第六十一條刊登之決標公告及依本法第六十二條彙送之決標資料。,61
特別採購招標決標處理辦法,第八條 ,公務機關依本法第一百零五條第一項第三款提供財物或勞務予其他機關之年度總額達巨額採購金額，且占該公務機關年收入之百分之五十以上者，其上級機關應檢討該公務機關年度內提供財物或勞務予其他機關之成本效益。前項成本效益分析結果欠佳，且有其他廠商能以更優惠之價格或條件提供相同或更佳之財物或勞務者，上級機關應避免核准所屬公務機關依本法第一百零五條第一項第三款辦理採購。,178
